Unnamed: 0,price,artist,title,yearCreation,signed,condition,period,movement,image_path
387,8000.0,Diane Tuft,States of Matter,2005.0,"Signed, dated, titled and numbered on the reverse.",This work is in very good condition overall.Small nick to one corner of the frame.,Contemporary,Environmental Art,images/auction_images/387.jpg
388,8000.0,Diane Tuft,Red Sea,2005.0,"Signed, dated, titled and numbered on the reverse.",This work is in very good condition with no obvious signs of damage or wear.,Contemporary,Environmental Art,images/auction_images/388.jpg
390,3895.0,Bruce Nauman,Sequence,1969.0,Signed in ink lower right,This work is in very good condition.Minor crease and bend to lower right corner of print.,Post-War,Pop Art,images/auction_images/390.jpg
391,15000.0,Francesco Correggia,Nevermore,2013.0,Signed verso ,Overall excellent condition.,Contemporary,Abstract,images/auction_images/391.jpg
392,12000.0,Francesco Correggia,Verso Sera,2012.0,Signed verso ,Overall excellent condition.,Contemporary,Abstract,images/auction_images/392.jpg
393,12000.0,Francesco Correggia,Si Sciara,2012.0,Signed verso ,Overall excellent condition.,Contemporary,Abstract,images/auction_images/393.jpg
394,7000.0,Thomas Struth,"Schönfeldstrasse (Bronze-Reiter), München",1984.0,"Signed, titled, dated, and editioned '2/10' in pencil on the reverse.Signed in ink on a label and with a Lisson Gallery, London, label on the reverse.","This ferrotyped print, on double-weight Agfa paper, is in generally excellent condition. Upon close inspection in raking light, the following are visible: scattered, minor pitting; a few hairline scratches and scuffs; a sharp, crescent-shaped handling crease in the lower left quadrant; and a v-shaped soft crease in the upper right quadrant.The signed label on the reverse of the frame is annotated 'DM 3,200.-' in an unidentified hand in ink.",Post-War,Realism,images/auction_images/394.jpg
395,7000.0,Thomas Struth,"Yamaguchi, Landscape with Garages",1986.0,"Signed, titled, dated, and editioned '3/10' in pencil on the reverse. Signed in ink on a label and with a Lisson Gallery, London, label on the reverse.","This large ferrotyped print, on double-weight Agfa paper, is in generally excellent condition. When examined closely in raking light, some minor pitting and a few deposits of original retouching are visible. The upper and lower margins are very gently rippled. The signed label on the reverse of the frame is annotated 'DM 2.900.-' in an unidentified hand in pencil. ",Post-War,Realism,images/auction_images/395.jpg
396,70000.0,Willem de Kooning,Untitled ,1955.0,"Signed de Kooning in pencil; inscribed in pencil right side recto ""to Leonardo from Bill with Love"" ","This drawing is in good and stable condition consistent with its age, the inherent quality of the artist's chosen materials, and other examples of the artist's works using similar materials.The paper support is toned overall with some additional darkening corresponding to the area exposed to light. There is a liquid stain at the top left corner, which is likely attributable to the milieu of the artist’s studio. The sheet is structurally sound with some small edge tears and dents. An old tear that crosses the width of the sheet has been well-mended during an earlier restoration procedure through the application of an overall paper lining on the verso surface.The sheet has natural undulations and minor distortions throughout. The UV examination did not reveal anything further of note and provided additional support for the observations above.Presented with a window mat that covers the sheet edges.",Post-War,Abstract Expressionism,images/auction_images/396.jpg
397,995.0,Mariann Loveland-Miller,Day Box ,1983.0,[nan],This work is in overall good condition.There is a small abrasion center left.,Post-War,Surrealism,images/auction_images/397.jpg
398,995.0,Mary Frank,Untitled (3 Figures),1993.0,"Inscribed, signed and dated “For Micki Mary Frank 1993” lower right",This work is in good condition.Not examined out of frame.,Post-War,Abstract,images/auction_images/398.jpg
400,595.0,Paul Manes,Untitled ,1986.0,"Signed and dated “Paul Manes ‘86” lower right; Inscribed “For Mickey, Happy 50th” lower left",This work is in good condition.Not examined out of frame.,Post-War,Abstract,images/auction_images/400.jpg
402,995.0,Fred Mitchell,"Killyan Kill, Afternoon ",1985.0,"Signed and dated lower right “Fred Mitchell 85""; Titled lower left “Killyan [?] Kill, Afternoon”",This work is in good condition.Not examined out of frame.,Post-War,Expressionism,images/auction_images/402.jpg
403,2500.0,Mary Frank,Untitled,1976.0,Signed Mary Frank 1976 in pencil verso ,This work is in good condition.Not examined out of frame.Back of piece not examined.,Post-War,Art Brut,images/auction_images/403.jpg
404,8000.0,Walker Evans,Passengers on the Subway,1939.0,The photographer's credit stamp (Keller B) and '33' in pencil on the reverse.,"This print, on double-weight paper with a slight surface sheen, is in generally excellent condition. There are a few soft handling creases overall and a sharp crease in the lower left corner that does not appear to break the emulsion. The lower margin corners are bumped and the upper paper-ply is peeling. On the reverse, each corner in slightly discolored.",Modern,Realism,images/auction_images/404.jpg
406,8000.0,Andrew Moore,"Salon Verde, Havana, Cuba, 1998",1998.0,"Signed, titled and dated verso",Some smudges on back side of plexiglass near the top.Not examined outside of frame.,Post-War,Realism,images/auction_images/406.jpg
407,27000.0,Alex Katz,Chance 3 (Darinka),2016.0,"Signed and numbered lower left front, stamped © Alex Katz, Lococo Fine Art Publisher 2016, verso lower right",Excellent condition.Not examined out of frame.,Contemporary,Pop Art,images/auction_images/407.jpg
408,9000.0,Kim Gottlieb Walker,Bob Marley Smoking,1975.0,Signed and titled bottom right corner ,Excellent condition.,Post-War,Realism,images/auction_images/408.jpg
409,3000.0,Kim Gottlieb Walker,Bob Marley,1975.0,Signed and titled bottom right corner ,Excellent condition.,Post-War,Realism,images/auction_images/409.jpg
410,3000.0,Kim Gottlieb Walker,"Carol King and James Taylor, London ",1971.0,Signed and titled bottom right corner ,Excellent condition.,Post-War,Realism,images/auction_images/410.jpg
411,3000.0,Kim Gottlieb Walker,Rod Stewart,1970.0,Signed and titled bottom right corner ,Excellent condition.,Post-War,Realism,images/auction_images/411.jpg
412,3000.0,Kim Gottlieb Walker,Andy Warhol Smiling (Unusual),1970.0,Signed and titled bottom right corner ,Excellent condition.,Post-War,Realism,images/auction_images/412.jpg
413,2500.0,Kim Gottlieb Walker,"Bob Marley Bare Chest at Window, Jamaica ",1975.0,Signed and titled bottom right corner ,Excellent condition.,Post-War,Realism,images/auction_images/413.jpg
414,2500.0,Kim Gottlieb Walker,Jimi Plays Backstage at The Shrine,1967.0,Signed and titled bottom right corner ,Excellent condition.,Post-War,Realism,images/auction_images/414.jpg
415,75000.0,Biff Elrod,Ceiling Painting,2018.0,Signed verso ,This work is in excellent condition.,Contemporary,Pop Art,images/auction_images/415.jpg
416,3800.0,Arie Smit,Bathing Place,1974.0,"Signed, titled, and dated in the lower left corner.",This work is in very good condition.Minor scuffs to frame with tear to paper backing.Art not examined outside of frame.,Post-War,Expressionism,images/auction_images/416.jpg
417,1200.0,ROBERT KELLY,Asana II,1989.0,Signed and dated in pencil lower right.,This work is in good condition.Creasing to margins at lower right.Spots at blind stamp at lower left corner.Small spots in margin at left center.,Post-War,Abstract,images/auction_images/417.jpg
418,71500.0,Larry Bell,New Test #1,2003.0,"Signed, titled and dated bottom right corner recto",Not examined out of frame.Moderate sheet undulation due to artist's chosen working materials. ,Contemporary,Minimalism,images/auction_images/418.jpg
421,15000.0,Francesco Correggia,I Am Alone,2013.0,Signed verso ,This work is in excellent condition.,Contemporary,Abstract,images/auction_images/421.jpg
422,7500.0,Julius Lumsdem,Monolith III,2005.0,Signed verso in graphite,Overall excellent condition. ,Contemporary,Abstract,images/auction_images/422.jpg
424,6000.0,Paul Jenkins,Hellenic Ode,1959.0,"Signed Paul Jenkins towards lower right; signed Paul Jenkins, titled ""Hellenic Ode"", situated Paris and dated 1959 on the reverse",Not examined out of frame. Minor loss to gilding on frame. Surface wear to plexiglass. ,Post-War,Abstract Expressionism,images/auction_images/424.jpg
426,3000.0,Albert Clark &amp; Son,Horse In A Stable,1894.0,Signed and dated Albert Clark & Son in paint lower left,This work is in good condition with wear commensurate with age and use.Artwork has not been examined outside of frame.Paint loss including scratches.,19th Century,Traditional,images/auction_images/426.jpg
429,7000.0,Ruth Bernhard,Creation ,1936.0,"Signed, titled, dated, and annotated 'TOP' in pencil, the photographer's ‘2982 Clay Street, San Francisco, California, 94115’ studio label, annotated 'Dolls head' in ink, on the reverse.","This print, on paper with a surface sheen and flush-mounted to board, is in generally good condition. Under close examination, the following are visible: faint impressions and scratches; deposits of original retouching; ink deposits along the upper edge; and a glossy area parallel to the lower edge. Visible under raking light are several translucent liquid drips, each approximately 7 inches long, extending from the upper edge.The edges and corners are bumped and there are tiny losses to the emulsion. The upper right corner is creased but does not appear to break the emulsion. The edges of the board are inked.  The reverse is soiled. There are yellowed adhesive remnants and abrasions suggesting that the print was previously affixed to a secondary mount. 'RB124' is written in pencil in an unidentified hand on the reverse.When examined under ultraviolet light, this print does not appear to fluoresce.",Modern,Realism,images/auction_images/429.jpg
432,3000.0,Ruth Bernhard,Joan,1962.0,Signed in pencil on the reverse.,"This solarized print, on Agfa paper, is in generally excellent condition. There is a 3-inch diagonal crease in the upper right corner that does not appear to break the emulsion. 'RB147' is written in pencil in an unidentified hand on the reverse.",Post-War,Realism,images/auction_images/432.jpg
435,2000.0,Ruth Bernhard,Shell and Driftwood,1943.0,Signed and titled in pencil on the reverse.,"This print is in generally excellent condition. Under close examination, there are some deposits of original retouching, a few tiny impressions, and 2"" faint, circular disruptions near the center.The reverse is faintly soiled. There are abrasions and hinge remnants, suggesting this print was previously affixed to a secondary mount.'Property of Ginny Williams' is written in pencil by Ginny Williams on the reverse. '1200-' and 'C.170,10' are written in pencil in an unidentified hand. 'Printed in / Book Ruth Bernhard / The Ginny Williams Collection' is written in pencil by Ginny Williams on a Post-It note affixed to the reverse.",Modern,Realism,images/auction_images/435.jpg
437,3000.0,Ruth Bernhard,Two Cows,1937.0,"Signed in pencil on the mount, signed, titled, and dated in pencil on the reverse.","This print, on paper with a slight surface sheen, is in generally excellent condition. Under close examination, a few deposits of original retouching are visible.'RB062' and 'SP' are written in pencil in an unidentified hand on the reverse. The reverse is very faintly soiled.",Modern,Realism,images/auction_images/437.jpg
438,3000.0,Ruth Bernhard,Teapot,1976.0,"Signed in pencil on the mount, signed, titled, and dated in pencil on the reverse.","This print, with a semi-glossy surface, is in generally excellent condition. The reverse of the mount is abraded in a small area in the upper right corner.",Post-War,Surrealism,images/auction_images/438.jpg
440,8750.0,Larry Rivers,Make Believe Ballroom ,1989.0,"Signed in blue paint, dated and numbered 99/105","This work is in good condition.The work is in generally good condition apart from surface soiling and scattered spots of pale, mottled discoloration.The adhesive discolored in a few spots along the seams.",Post-War,Pop Art,images/auction_images/440.jpg
441,2500.0,Hiro Yokose,Untitled #3890,2002.0,"Signature, date and title on verso",This work is in very good condition.No obvious signs of damage.,Contemporary,Romanticism,images/auction_images/441.jpg
442,2000.0,Hiro Yokose,Untitled #3972,2003.0,"Signature, date and title on verso",This work is in good condition.Small chip to frame on upper left.Inconsistencies on wax surface on top center.,Contemporary,Romanticism,images/auction_images/442.jpg
449,800.0,Stephen Neil Lorber,Still Life With Lumber,1975.0,Signed in pencil lower right corner.,This work is in good condition.Not examined outside of frame.Slight rippling and toning to paper.,Post-War,Realism,images/auction_images/449.jpg
452,800.0,Brett Groves,Correspondence 05 (Strike Gently),2012.0,"Signed in ink lower left, numbered lower right.",This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Contemporary,Realism,images/auction_images/452.jpg
454,800.0,Curtis Ripley,The Pink Vase,1981.0,"Signed, dated and stamped lower right.",This work is in very good condition.Not examined outside of frame. Light scratches to plexiglass,Post-War,Realism,images/auction_images/454.jpg
455,800.0,Stephen Neil Lorber,Chinese Baskets,1977.0,Signed in pencil lower right corner.,This work is in good condition.Not examined outside of frame.Rippling and toning to paper.,Post-War,Realism,images/auction_images/455.jpg
460,800.0,Olivia Munroe,A Collection ,1980.0,"Numbered, titled and signed pencil recto.",This work is in good condition.Not examined out of frame.,Post-War,Realism,images/auction_images/460.jpg
461,800.0,Adrianne Wortzel,Blue Gray ,1990.0,"Numbered, signed and dated in pencil recto.",This work is in good condition.Not examined out of frame.Sheet undulation.Scratches to plexiglass.,Post-War,Realism,images/auction_images/461.jpg
462,800.0,Martin McGinn,Plastic Buckets ,2001.0,Signed and dated in pencil recto,This work is in good condition.Not examined out of frame.Minor indentations to sheet.Soiling to edges of frame.,Contemporary,Expressionism,images/auction_images/462.jpg
463,1500.0,Laura Newman,Biomorphic Furniture ,1989.0,[nan],Not examined out of frame. Sheet undulation. Numerical inscriptions in pencil at back of frame.,Post-War,Abstract,images/auction_images/463.jpg
465,800.0,Mary Jo Vath,Untitled ,2003.0,Signed and dated in pencil recto.,This work is in good condition.Not examined out of frame.Minor sheet undulation.,Contemporary,Realism,images/auction_images/465.jpg
466,800.0,Stuart Nielsen,Shell/Butterfly,1978.0,Signed and dated in pencil upper left.,This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Expressionism,images/auction_images/466.jpg
468,800.0,Neil Winokur,Tools,1990.0,[nan],This work is in good condition.Minor wear to finish.Back is lined with paper that is unaffixed in some areas.,Post-War,Realism,images/auction_images/468.jpg
469,1500.0,Willie White,Untitled,1986.0,[nan],Not examined outside of frame. No obvious defects to artwork.,Post-War,Expressionism,images/auction_images/469.jpg
470,800.0,Elspeth Lamb,Anaktos,1989.0,[nan],This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Abstract,images/auction_images/470.jpg
472,680.0,David Fokos,Moonrise,2001.0,Signed and dated lower right recto,This work is in very good condition with no obvious signs of wear to the photo.Not examined out of frame.Chips to frame.,Contemporary,Realism,images/auction_images/472.jpg
473,680.0,Suzanne Song,"Untitled, Replica V3",2008.0,Signed and dated verso,This work is in very good condition with no obvious signs of wear.,Contemporary,Minimalism,images/auction_images/473.jpg
474,680.0,David Fokos,Canal,2001.0,Signed and dated lower right recto,This work is in very good condition with no obvious signs of wear to photo.Not examined out of frame.Chips to frame.,Contemporary,Realism,images/auction_images/474.jpg
477,800.0,Alan Turner,White Landscape,1978.0,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.Small pinholes in all four corners.Light smudges to mat.,Post-War,Expressionism,images/auction_images/477.jpg
478,1500.0,Paul Narkiewicz,Nursery,1980.0,[nan],Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/478.jpg
479,1500.0,Diane Sophrin,View Of Living Room,1983.0,[nan],Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,images/auction_images/479.jpg
481,800.0,Ron Trujillo,Atlantis Explosion No 4,1987.0,Signed R Trujillo on bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Some scuffs and marks at corners of wood frame.,Post-War,Expressionism,images/auction_images/481.jpg
482,800.0,Joan Nelson,Untitled,1990.0,Signed Joan Nelson 90 in pencil in lower right recto,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor scuffs to plexiglass at bottom.Minimal signs of wear to frame.,Post-War,Expressionism,images/auction_images/482.jpg
483,800.0,Claire Van Vliet,Summer 2,1985.0,Signed lower right in pencil,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/483.jpg
484,1500.0,Sandy Walker,Beach Pastel,1979.0,Signed SW 79 in pencil on bottom center recto,Artwork not examined outside of frame.No obvious signs of wear to artwork.Two dents on white mat at bottom left.,Post-War,Expressionism,images/auction_images/484.jpg
485,1500.0,Alan Turner,Autumn Covering Summer,1979.0,"Signed and dated in pencil, lower right",Artwork not examined outside of frame.Small pinholes in all four corners.Yellowing to paper.,Post-War,Expressionism,images/auction_images/485.jpg
486,800.0,John Shaw,Brooklyn Bridge,1983.0,Signed John Shaw in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Not obvious signs of wear to artwork.Some surface scratches to plexiglass.Minimal surface wear to frame.,Post-War,Expressionism,images/auction_images/486.jpg
487,800.0,Steven Barbash,Birds,1977.0,Signed and dated lower right in pencil,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,images/auction_images/487.jpg
488,800.0,JOHN BELLANY,Untitled,1987.0,Signed John Bellany in pencil on bottom right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling to paper.Minor surface wear to frame.,Post-War,Surrealism,images/auction_images/488.jpg
490,1500.0,Mel Pekarsky,Blue Hills,1977.0,"Signed and dated lower right, MP '77",This work is in good condition.Artwork not examined outside of frame.Two small holes at top right and left corners.,Post-War,Expressionism,images/auction_images/490.jpg
491,800.0,Mary Jo Vath,Lure,1989.0,Inscribed 14/30 M.Vath 1989 in pencil recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Expressionism,images/auction_images/491.jpg
495,800.0,Jack Knox,Whale,1986.0,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/495.jpg
496,800.0,Jack Beal,Spotted Salamander,1973.0,Signed Jack Beal in pencil on lower right recto,"This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuffs and marks to wood frame, more significant wear at top right corner.Surface wear to plexiglass and frame.",Post-War,Expressionism,images/auction_images/496.jpg
498,1500.0,Joseph Sweeney,University Of PA Boathouse,1993.0,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Smudges to mat.,Post-War,Realism,images/auction_images/498.jpg
499,800.0,Steven Campbell,Lobster,1986.0,Signed Steven M Campbell in pencil on bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor surface wear to frame.Scratch to plexiglass across bottom.Minor separation of mitered corner of frame at lower right.,Post-War,Expressionism,images/auction_images/499.jpg
502,800.0,Deborah Brown,Todd,2001.0,Signed in pencil bottom right,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism,images/auction_images/502.jpg
503,800.0,DON NICE,Bullfrog,1972.0,Signed Nice in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor discoloration to paper edges.Pin holes at corners of paper from previous hanging.Minor rippling of paper.Minor surface wear to frame.,Post-War,Realism,images/auction_images/503.jpg
504,800.0,David True,Fragile Wings,1989.0,Signed David True 89 in pencil on lower right rector,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minimal surface wear to frame.,Post-War,Expressionism,images/auction_images/504.jpg
505,4500.0,Ernst Haas,"NYC, USA",1953.0,Signed on verso by the artist's son,"This work is in excellent condition. The colors remain bright and saturated with no apparent fading.The Haas Studio label is signed by Alexander Haas, the photographer's son and is titled, dated, editioned '1/15', and annotated in ink.",Post-War,Realism,images/auction_images/505.jpg
506,800.0,Susana Solano,Plaza Del Joc III,1988.0,Inscribed in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism,images/auction_images/506.jpg
507,800.0,Deborah Brown,Sadie I,2001.0,Signed in pencil bottom right,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism,images/auction_images/507.jpg
508,1500.0,Sandy Walker,Ocean Series I,1978.0,Signed SW 78 in pencil on lower center recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minimal surface wear to frame.,Post-War,Expressionism,images/auction_images/508.jpg
509,7000.0,Horst P. Horst,Nails In Technicolor,1941.0,[nan],"This piece is in overall very good condition. There are a few soft small creases that do not appear to break the emulsion, which are visible only in raking light.",Modern,Realism,images/auction_images/509.jpg
510,1500.0,Donald Sanders,Night Venture,1987.0,[nan],Artwork not examined outside of frame.No obvious signs of wear to artwork.Some marks and scuffs on lower right corner of frame.Minor surface wear to frame.,Post-War,Expressionism,images/auction_images/510.jpg
513,800.0,Marcia Scanlon,Parthenon,1986.0,Signed in pencil at bottom,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Paint drip on inside of glass frame.,Post-War,Realism,images/auction_images/513.jpg
514,800.0,Norman Stevens,Stonehenge,1976.0,Inscribed 21/25 Stonehenge Norman Stevens in pencil recto,This work is in very good condition.Not examined out of frame.Minor creasing to sheet.,Post-War,Realism,images/auction_images/514.jpg
515,800.0,Susana Solano,Plaça Del Joc De La Pilota II,1987.0,Inscribed in pencil on lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism,images/auction_images/515.jpg
517,800.0,Marcia Scanlon,Delphi Tholos II,1985.0,Signed in pencil lower right,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,images/auction_images/517.jpg
518,800.0,Jack Knox,Dove,1986.0,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/518.jpg
519,800.0,Anthony Gross,Homage To Constable (Salisbury),1976.0,"Numbered, titled and singed in pencil recto",This work is in good condition.Not examined out of frame.Scattered scratches to plexiglass.Faint burn marks at edges of paper.Sheet undulation.,Post-War,Impressionism,images/auction_images/519.jpg
520,1500.0,Billy Sullivan,Palisades #4,1986.0,Inscribed Palisades #4 Bill Sullivan in pencil recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Realism,images/auction_images/520.jpg
521,800.0,T.L. Solien,Fragments Of Hope,1982.0,Artist signature and date incorporated in work,This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual ,images/auction_images/521.jpg
523,1500.0,Richard Haas,New York Central Building,1974.0,Signed Richard Haas in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling and discoloration to paper edges.Minor wear to frame finish.,Post-War,Traditional,images/auction_images/523.jpg
524,800.0,Forrest Moses,Untitled,1979.0,Moses in pencil at lower right recto,This work is in good condition overall.Artwork not examined outside of frame.Minor rippling and discoloration to paper.,Post-War,Expressionism,images/auction_images/524.jpg
525,800.0,June Redfern,Seal,1986.0,Signed lower right recto,Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract,images/auction_images/525.jpg
526,1500.0,David Dewey,"Morning Shadows, Marshall Point",1984.0,[nan],This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Impressionism,images/auction_images/526.jpg
528,1500.0,Mary Armstrong,Tide Pool Shuffle,1984.0,Signed lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,images/auction_images/528.jpg
529,1500.0,Billy Sullivan,Daisy On Carpet,1981.0,Inscribed Billy Sullivan in pastel lower right corner recto,This work is in very good condition.Not examined out of frame.Sheet undulation due to artist's chosen working materials.,Post-War,Realism,images/auction_images/529.jpg
530,1500.0,James Romberger,Third Street Garden,1990.0,Signed JAMES lower right recto,Not examined out of frame.Adhesive residue marks throughout plexiglass.Minor soiling and marks to paper.Minor sheet undulation.Blemish to frame at bottom right side.,Post-War,Realism,images/auction_images/530.jpg
531,1500.0,Alberto Morrocco,"Berthed Boats, Camogli",1988.0,Artist signature and date lower left recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Realism,images/auction_images/531.jpg
532,1500.0,Mary Jo Vath,Wave,1985.0,Artist name inscribed verso,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Nicks and chips to frame.,Post-War,Expressionism,images/auction_images/532.jpg
533,800.0,Lucy Sallick,Indian Island II,1989.0,Inscribed 2/15 Indian Island II Lucy Sallick 1989 in pencil recto,This work is in good condition.Not examined out of frame.Small scattered scratches to plexiglass.,Post-War,Expressionism,images/auction_images/533.jpg
534,800.0,Gregory Crane,New Moon and Poplars,1990.0,Signed Gregory Crane 1990 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of artwork.,Post-War,Expressionism,images/auction_images/534.jpg
535,1500.0,John Andre Gundelfinger,Untitled No. 4,1977.0,Signed in paint lower right corner recto,This work is in very good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Impressionism,images/auction_images/535.jpg
536,800.0,Steven Sorman,I Am Too,2000.0,[nan],This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract,images/auction_images/536.jpg
537,800.0,June Redfern,Wolf,1986.0,Signed lower right recto,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract,images/auction_images/537.jpg
538,800.0,Richard Chiriani,"A Schoharie Marsh, Spring",1984.0,Signed and dated recto,"This work is in very good condition.Small sticky mark to plexiglass on lower left corner, suggest cleaning.No visible signs of wear to artwork.Not examined out of frame.",Post-War,Realism,images/auction_images/538.jpg
539,800.0,Richard Mock,Alaskan Wildlife,2001.0,"Inscribed 5/100 ""Alaskan Wildlife"" Richard Mock 2001 in pencil recto",This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Contemporary,Conceptual ,images/auction_images/539.jpg
540,800.0,Antonio Frasconi,"Ice Crusher, Cart",1952.0,Signed in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Conceptual ,images/auction_images/540.jpg
541,800.0,Richard Crozier,"Palms III Ojai, CA",1979.0,Signed Richard Crozier 1979 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/541.jpg
542,1500.0,Marilyn Duke,September,1984.0,[nan],Not examined out of frame.One small surface mark and one minor indentation to frame.Faint surface marks at top right corner.No visible signs of wear to artwork.,Post-War,Expressionism,images/auction_images/542.jpg
543,1500.0,Ella Delyanis,"Study, Storm Over Bell Pond",1983.0,Bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious sign of wear to artwork.,[nan],[nan],images/auction_images/543.jpg
545,800.0,Gregory Crane,A Brilliant Entrance,2003.0,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Expressionism,images/auction_images/545.jpg
546,800.0,Joseph Soloman,Garden Scene,1979.0,Inscribed Joseph Soloman 79 bottom right corner recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.One small mark to frame on left side.,Post-War,Expressionism,images/auction_images/546.jpg
547,800.0,June Redfern,Lion,1986.0,Signed lower right recto,This work is in very good condition.Not examined out of frame.Small nick to frame at top center.Small chip to paper.,Post-War,Abstract,images/auction_images/547.jpg
548,800.0,Paul Davis,Max,1977.0,Inscribed He Paul Davis 77 in pencil recto,This work is in good condition.Not examined out of frame.Horizontal adhesive residue mark across the top of the image.Scattered surface scratches to plexiglass.,Post-War,Expressionism,images/auction_images/548.jpg
549,800.0,Judith S. Miller,Eric Shows Me The Hidden Parks,2006.0,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism,images/auction_images/549.jpg
550,800.0,MICHAEL MAZUR ,The Net,1977.0,Signed Mazur in pencil on lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor wear to frame surface.,Post-War,Impressionism,images/auction_images/550.jpg
551,800.0,Len Jenshel,Painted Rock State Park: Arizona,1988.0,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/551.jpg
552,800.0,Billy Sullivan,Islands #8,1986.0,Signed and numbered in pencil recto,This work is in very good condition.Not examined out of frame.Small black mark at right corner of matte.,Post-War,Realism,images/auction_images/552.jpg
554,800.0,Lizbeth Mitty,Nightride Overpass,2001.0,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Impressionism,images/auction_images/554.jpg
556,800.0,John Gundelfinger,Untitled No 2,1979.0,Signed John Gundelfinger in pencil on white backing at lower left,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism,images/auction_images/556.jpg
557,800.0,Darina Karpov,Crawlers,2012.0,Signed and dated lower right recto,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Contemporary,Conceptual ,images/auction_images/557.jpg
558,1500.0,Sally Amster,The Cove and Beyond,1981.0,Artist signature and date lower right recto,"No visible signs of wear to artwork.Not examined out of frame.Frame is loose, has been taped for adherence.Chips to finish on wood frame.",Post-War,Expressionism,images/auction_images/558.jpg
